[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Platform.ns:26
[truffle]   rewrite UninitMsgSend(#constraintsConsuming:do:)           |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:228
[truffle]   rewrite UninitializedLexicallyBound@655d307f               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:228
[truffle]   rewrite UninitMsgSend(#determinedBy)                       |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:195
[truffle]   rewrite UninitializedReceiverSend@d053806                  |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:195
[truffle]   rewrite UninitMsgSend(#constraints)                        |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:196
[truffle]   rewrite UninitializedReceiverSend@fcb37ce                  |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:196
[truffle]   rewrite EagerBinaryPrimitiveNode(SourceSection(source=DeltaBlue.ns, index=8196, length=111, characters=do:\n        [:c |\n          (c == determiningC or: [c isSatisfied not]) ifFalse:\n            [aBlock value: c]])) |From M EagerBinaryPrimitiveNode               |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:196
[truffle]   rewrite UninitializedReceiverSend@38590678                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:196
IfSumGreaterNode: expectedBool was false.
[truffle]   rewrite UninitMsgSend(#isSatisfied)                        |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:198
[truffle]   rewrite UninitializedReceiverSend@106adc5b                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:198
[truffle]   rewrite UninitMsgSend(#value:)                             |From M MessageSendNode$UninitializedMessageSendNode |To M EagerBinaryPrimitiveNode               |Reason unknown at DeltaBlue.ns:199
[truffle]   rewrite UninitMsgSend(#recalculate)                        |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:229
[truffle]   rewrite UninitializedReceiverSend@4649ecdf                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:229
[truffle]   rewrite UninitMsgSend(#output)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:230
[truffle]   rewrite UninitializedReceiverSend@36d348a8                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:230
[truffle]   rewrite UninitMsgSend(#append:)                            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:230
[truffle]   rewrite UninitializedReceiverSend@5a8a5c81                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:230
[truffle]   rewrite UninitializedReceiverSend@1c44cb8f                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:227
[truffle]   rewrite UninitMsgSend(#append:)                            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:227
[truffle]   rewrite UninitializedReceiverSend@1562e3cc                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:227
[truffle]   rewrite UninitializedReceiverSend@39d86fc0                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:198
[truffle]   rewrite UninitMsgSend(#sort:)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:232
[truffle]   rewrite UninitializedReceiverSend@313e422e                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:232
IfSumGreaterNode: unwrapReceiver(condition) instanceof DoubleLiteralNode, actual: UninitializedMessageSendNode
[truffle]   rewrite UninitMsgSend(#size)                               |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Kernel.ns:867
[truffle]   rewrite UninitializedLexicallyBound@9620109                |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Kernel.ns:867
[truffle]   rewrite UninitMsgSend(#lastIdx)                            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Kernel.ns:786
[truffle]   rewrite UninitializedLexicallyBound@73bec98a               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$LongSlotReadSet         |Reason unknown at Kernel.ns:786
[truffle]   rewrite UninitMsgSend(#firstIdx)                           |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Kernel.ns:786
[truffle]   rewrite UninitializedLexicallyBound@3052dae1               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$LongSlotReadSet         |Reason unknown at Kernel.ns:786
[truffle]   rewrite UninitMsgSend(#firstIdx)                           |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Kernel.ns:868
[truffle]   rewrite UninitializedLexicallyBound@5cdb6e99               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$LongSlotReadSet         |Reason unknown at Kernel.ns:868
[truffle]   rewrite UninitMsgSend(#lastIdx)                            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Kernel.ns:869
[truffle]   rewrite UninitializedLexicallyBound@45a85642               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$LongSlotReadSet         |Reason unknown at Kernel.ns:869
[truffle]   rewrite UninitMsgSend(#sort:to:with:)                      |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Kernel.ns:868
[truffle]   rewrite UninitializedLexicallyBound@40df25e4               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Kernel.ns:868
IfSumGreaterNode: SOMNode.unwrapIfNecessary(conditionNode) instanceof EagerBinaryPrimitiveNode, actual: IsNilNodeGen
IfSumGreaterNode: condition.getPrimitive() instanceof GreaterThanPrim, actual: LessThanOrEqualPrimNodeGen
IncrementOperationNode: SOMNode.unwrapIfNecessary(eagerNode.getReceiver()) instanceof LocalVariableReadNode, actual: EagerBinaryPrimitiveNode
[truffle]   rewrite EagerBinaryPrimitiveNode(SourceSection(source=DeltaBlue.ns, index=3545, length=34, characters=do: [: u | self incrementalAdd: u])) |From M EagerBinaryPrimitiveNode               |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:82
[truffle]   rewrite UninitializedReceiverSend@5f00c62a                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:82
[truffle]   rewrite UninitMsgSend(#incrementalAdd:)                    |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:82
[truffle]   rewrite UninitializedLexicallyBound@5a2f7d1c               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:82
[truffle]   rewrite ObjectSlotRead@18c0d4fa                            |From M CachedSlotRead$ObjectSlotRead          |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at DeltaBlue.ns:172
[truffle]   rewrite UninitializedLexicallyBound@375ed9df               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:172
[truffle]   rewrite UninitMsgSend(#removeFromGraph)                    |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:430
[truffle]   rewrite UninitializedLexicallyBound@6e366888               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:430
[truffle]   rewrite ImplicitSend(#Planner)                             |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at DeltaBlue.ns:17
[truffle]   rewrite UninitMsgSend(#Planner)                            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:17
[truffle]   rewrite UninitializedLexicallyBound@4f502fcf               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at DeltaBlue.ns:17
[truffle]   rewrite UninitMsgSend(#projectionTest:)                    |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:17
[truffle]   rewrite UninitializedReceiverSend@512945db                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:17
[truffle]   rewrite ImplicitSend(#Planner)                             |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at DeltaBlue.ns:269
[truffle]   rewrite UninitMsgSend(#Planner)                            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:269
[truffle]   rewrite UninitializedLexicallyBound@10f8fe00               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at DeltaBlue.ns:269
[truffle]   rewrite UninitMsgSend(#new)                                |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:269
[truffle]   rewrite UninitializedReceiverSend@4dd7a6bf                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:269
[truffle]   rewrite CachedDispatchNode@337d69d                         |From M CachedDispatchNode                     |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at DeltaBlue.ns:34
[truffle]   rewrite UninitializedLexicallyBound@182b5cbd               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:34
[truffle]   rewrite CachedDispatchNode@4ff4b946                        |From M CachedDispatchNode                     |To M UninitializedDispatchNode$UninitializedSuper |Reason unknown at DeltaBlue.ns:34
[truffle]   rewrite UninitSuper(#initializer`new)                      |From M UninitializedDispatchNode$UninitializedSuper |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:34
[truffle]   rewrite ImplicitSend(#Vector)                              |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at DeltaBlue.ns:270
[truffle]   rewrite UninitMsgSend(#Vector)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:270
[truffle]   rewrite UninitializedLexicallyBound@3fe60c59               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:270
[truffle]   rewrite UninitMsgSend(#new)                                |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:270
[truffle]   rewrite UninitializedReceiverSend@258a606                  |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:270
[truffle]   rewrite ImplicitSend(#Variable)                            |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at DeltaBlue.ns:271
[truffle]   rewrite UninitMsgSend(#Variable)                           |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:271
[truffle]   rewrite UninitializedLexicallyBound@4054cc44               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at DeltaBlue.ns:271
[truffle]   rewrite UninitMsgSend(#value:)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:271
[truffle]   rewrite UninitializedReceiverSend@2a807381                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:271
[truffle]   rewrite UninitMsgSend(#new)                                |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:820
[truffle]   rewrite UninitializedLexicallyBound@258b264c               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:820
[truffle]   rewrite ObjectSlotRead@62a4dc6d                            |From M CachedSlotRead$ObjectSlotRead          |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at DeltaBlue.ns:799
[truffle]   rewrite UninitializedLexicallyBound@4740a91                |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:799
[truffle]   rewrite ClassSlotAccessNode@2dc17de5                       |From M ClassSlotAccessNode                    |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at DeltaBlue.ns:801
[truffle]   rewrite UninitializedLexicallyBound@51048757               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at DeltaBlue.ns:801
[truffle]   rewrite UninitMsgSend(#value:)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:821
[truffle]   rewrite UninitializedReceiverSend@15077eae                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotWrite$LongSlotWriteSet       |Reason unknown at DeltaBlue.ns:821
[truffle]   rewrite ImplicitSend(#Variable)                            |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at DeltaBlue.ns:272
[truffle]   rewrite UninitMsgSend(#Variable)                           |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:272
[truffle]   rewrite UninitializedLexicallyBound@3103de1d               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at DeltaBlue.ns:272
[truffle]   rewrite UninitMsgSend(#value:)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:272
[truffle]   rewrite UninitializedReceiverSend@170ba38d                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:272
[truffle]   rewrite ImplicitSend(#Variable)                            |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at DeltaBlue.ns:275
[truffle]   rewrite UninitMsgSend(#Variable)                           |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:275
[truffle]   rewrite UninitializedLexicallyBound@6240a004               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at DeltaBlue.ns:275
[truffle]   rewrite UninitMsgSend(#value:)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:275
[truffle]   rewrite UninitializedReceiverSend@4c9c50ec                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:275
[truffle]   rewrite ImplicitSend(#Variable)                            |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at DeltaBlue.ns:276
[truffle]   rewrite UninitMsgSend(#Variable)                           |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:276
[truffle]   rewrite UninitializedLexicallyBound@63409c54               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at DeltaBlue.ns:276
[truffle]   rewrite UninitMsgSend(#value:)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:276
[truffle]   rewrite UninitializedReceiverSend@291d4c7a                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:276
[truffle]   rewrite UninitMsgSend(#append:)                            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:277
[truffle]   rewrite UninitializedReceiverSend@4e3a89dd                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:277
[truffle]   rewrite ImplicitSend(#StayConstraint)                      |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at DeltaBlue.ns:278
[truffle]   rewrite UninitMsgSend(#StayConstraint)                     |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:278
[truffle]   rewrite UninitializedLexicallyBound@608fabc6               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at DeltaBlue.ns:278
[truffle]   rewrite UninitMsgSend(#var:strength:addTo:)                |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:278
[truffle]   rewrite UninitializedReceiverSend@74a29bf                  |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:278
[truffle]   rewrite CachedDispatchNode@44f7dbb0                        |From M CachedDispatchNode                     |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at DeltaBlue.ns:772
[truffle]   rewrite UninitializedLexicallyBound@5e19c692               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:772
[truffle]   rewrite CachedDispatchNode@4355970c                        |From M CachedDispatchNode                     |To M UninitializedDispatchNode$UninitializedSuper |Reason unknown at DeltaBlue.ns:772
[truffle]   rewrite UninitSuper(#initializer`var:strength:addTo:)      |From M UninitializedDispatchNode$UninitializedSuper |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:772
[truffle]   rewrite CachedDispatchNode@15844908                        |From M CachedDispatchNode                     |To M UninitializedDispatchNode$UninitializedSuper |Reason unknown at DeltaBlue.ns:710
[truffle]   rewrite UninitSuper(#initializer`new:)                     |From M UninitializedDispatchNode$UninitializedSuper |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:710
[truffle]   rewrite CachedDispatchNode@6f542a53                        |From M CachedDispatchNode                     |To M UninitializedDispatchNode$UninitializedSuper |Reason unknown at DeltaBlue.ns:391
[truffle]   rewrite UninitSuper(#initializer`new)                      |From M UninitializedDispatchNode$UninitializedSuper |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:391
[truffle]   rewrite ClassSlotAccessNode@7f695c7d                       |From M ClassSlotAccessNode                    |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at DeltaBlue.ns:399
[truffle]   rewrite UninitializedLexicallyBound@106b496b               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at DeltaBlue.ns:399
[truffle]   rewrite ObjectSlotRead@27109e67                            |From M CachedSlotRead$ObjectSlotRead          |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at DeltaBlue.ns:374
[truffle]   rewrite UninitializedLexicallyBound@69d82e64               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:374
[truffle]   rewrite ImplicitSend(#ScaleConstraint)                     |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at DeltaBlue.ns:279
[truffle]   rewrite UninitMsgSend(#ScaleConstraint)                    |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:279
[truffle]   rewrite UninitializedLexicallyBound@5c670d96               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at DeltaBlue.ns:279
[truffle]   rewrite UninitMsgSend(#BinaryConstraint)                   |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:646
[truffle]   rewrite UninitializedLexicallyBound@168d2760               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at DeltaBlue.ns:646
[truffle]   rewrite UninitMsgSend(#src:scale:offset:dst:strength:addTo:) |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:279
[truffle]   rewrite UninitializedReceiverSend@4122ad5f                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:279
[truffle]   rewrite UninitMsgSend(#initializer`src:scale:offset:dst:strength:addTo:) |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:646
[truffle]   rewrite UninitializedLexicallyBound@49f751                 |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:646
[truffle]   rewrite UninitMsgSend(#initializer`var:var:strength:addTo:) |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:646
[truffle]   rewrite UninitSuper(#initializer`var:var:strength:addTo:)  |From M UninitializedDispatchNode$UninitializedSuper |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:646
[truffle]   rewrite UninitSuper(#initializer`new:)                     |From M UninitializedDispatchNode$UninitializedSuper |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:516
[truffle]   rewrite UninitSuper(#initializer`new)                      |From M UninitializedDispatchNode$UninitializedSuper |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:391
[truffle]   rewrite ClassSlotAccessNode@1e1f01e9                       |From M ClassSlotAccessNode                    |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at DeltaBlue.ns:399
[truffle]   rewrite UninitializedLexicallyBound@2b41ecc7               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at DeltaBlue.ns:399
[truffle]   rewrite ObjectSlotRead@7f5df4a5                            |From M CachedSlotRead$ObjectSlotRead          |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at DeltaBlue.ns:374
[truffle]   rewrite UninitializedLexicallyBound@30e17760               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:374
[truffle]   rewrite UninitMsgSend(#addConstraint:)                     |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:656
[truffle]   rewrite UninitializedLexicallyBound@561728dc               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:656
[truffle]   rewrite UninitializedLexicallyBound@7214c10d               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:417
[truffle]   rewrite ImplicitSend(#v1)                                  |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at DeltaBlue.ns:661
[truffle]   rewrite UninitMsgSend(#v1)                                 |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:661
[truffle]   rewrite UninitializedLexicallyBound@627cfb36               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:661
[truffle]   rewrite UninitMsgSend(#addConstraint:)                     |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:661
[truffle]   rewrite UninitializedReceiverSend@591dda6e                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:661
[truffle]   rewrite ImplicitSend(#v2)                                  |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at DeltaBlue.ns:662
[truffle]   rewrite UninitMsgSend(#v2)                                 |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:662
[truffle]   rewrite UninitializedLexicallyBound@36234859               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:662
[truffle]   rewrite UninitMsgSend(#addConstraint:)                     |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:662
[truffle]   rewrite UninitializedReceiverSend@626bfb39                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:662
[truffle]   rewrite UninitMsgSend(#scale)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:663
[truffle]   rewrite UninitializedLexicallyBound@674b1909               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:663
[truffle]   rewrite UninitMsgSend(#addConstraint:)                     |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:663
[truffle]   rewrite UninitializedReceiverSend@50326124                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:663
[truffle]   rewrite UninitMsgSend(#offset)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:664
[truffle]   rewrite UninitializedLexicallyBound@7c7f8afb               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:664
[truffle]   rewrite UninitMsgSend(#addConstraint:)                     |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:664
