[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Platform.ns:26
[truffle]   rewrite UninitMsgSend(#ScaleConstraint)                    |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:279
[truffle]   rewrite UninitializedLexicallyBound@5f801b62               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at DeltaBlue.ns:279
[truffle]   rewrite UninitMsgSend(#BinaryConstraint)                   |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:646
[truffle]   rewrite UninitializedLexicallyBound@7c2eb1aa               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at DeltaBlue.ns:646
[truffle]   rewrite UninitMsgSend(#src:scale:offset:dst:strength:addTo:) |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:279
[truffle]   rewrite UninitializedReceiverSend@7406fc6                  |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:279
[truffle]   rewrite UninitMsgSend(#initializer`src:scale:offset:dst:strength:addTo:) |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:646
[truffle]   rewrite UninitializedLexicallyBound@650b855a               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:646
[truffle]   rewrite UninitMsgSend(#initializer`var:var:strength:addTo:) |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:646
[truffle]   rewrite UninitSuper(#initializer`var:var:strength:addTo:)  |From M UninitializedDispatchNode$UninitializedSuper |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:646
[truffle]   rewrite UninitSuper(#initializer`new:)                     |From M UninitializedDispatchNode$UninitializedSuper |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:516
[truffle]   rewrite UninitSuper(#initializer`new)                      |From M UninitializedDispatchNode$UninitializedSuper |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:391
[truffle]   rewrite ClassSlotAccessNode@73981561                       |From M ClassSlotAccessNode                    |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at DeltaBlue.ns:399
[truffle]   rewrite UninitializedLexicallyBound@494d018a               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at DeltaBlue.ns:399
[truffle]   rewrite ObjectSlotRead@4df7693a                            |From M CachedSlotRead$ObjectSlotRead          |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at DeltaBlue.ns:374
[truffle]   rewrite UninitializedLexicallyBound@74ef048b               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:374
[truffle]   rewrite UninitMsgSend(#addConstraint:)                     |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:656
[truffle]   rewrite UninitializedLexicallyBound@47ef346a               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:656
[truffle]   rewrite UninitializedLexicallyBound@668f3c4c               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:417
[truffle]   rewrite ImplicitSend(#v1)                                  |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at DeltaBlue.ns:661
[truffle]   rewrite UninitMsgSend(#v1)                                 |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:661
[truffle]   rewrite UninitializedLexicallyBound@1047271e               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:661
[truffle]   rewrite UninitMsgSend(#addConstraint:)                     |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:661
[truffle]   rewrite UninitializedReceiverSend@1c00a2c1                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:661
[truffle]   rewrite ImplicitSend(#v2)                                  |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at DeltaBlue.ns:662
[truffle]   rewrite UninitMsgSend(#v2)                                 |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:662
[truffle]   rewrite UninitializedLexicallyBound@22f2894f               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:662
[truffle]   rewrite UninitMsgSend(#addConstraint:)                     |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:662
[truffle]   rewrite UninitializedReceiverSend@3d00ac01                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:662
[truffle]   rewrite UninitMsgSend(#scale)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:663
[truffle]   rewrite UninitializedLexicallyBound@14d60368               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:663
[truffle]   rewrite UninitMsgSend(#addConstraint:)                     |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:663
[truffle]   rewrite UninitializedReceiverSend@dd9ad99                  |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:663
[truffle]   rewrite UninitMsgSend(#offset)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:664
[truffle]   rewrite UninitializedLexicallyBound@3b57f59c               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:664
[truffle]   rewrite UninitMsgSend(#addConstraint:)                     |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:664
[truffle]   rewrite UninitializedReceiverSend@30f2653                  |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:664
[truffle]   rewrite ImplicitSend(#direction:)                          |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at DeltaBlue.ns:665
[truffle]   rewrite UninitMsgSend(#direction:)                         |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:665
[truffle]   rewrite UninitializedLexicallyBound@27e6b819               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotWrite$ObjectSlotWrite        |Reason unknown at DeltaBlue.ns:665
[truffle]   rewrite UninitializedReceiverSend@67137c19                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:61
[truffle]   rewrite UninitializedLexicallyBound@63ec8e72               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:493
[truffle]   rewrite UninitializedLexicallyBound@192b11e2               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:557
[truffle]   rewrite UninitializedLexicallyBound@b9f44ae                |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:562
[truffle]   rewrite UninitializedLexicallyBound@77101270               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:568
[truffle]   rewrite UninitializedLexicallyBound@70088dfe               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:568
[truffle]   rewrite UninitializedLexicallyBound@31ed261c               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:574
[truffle]   rewrite UninitializedLexicallyBound@4026aebb               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:574
[truffle]   rewrite UninitializedLexicallyBound@37d2b75d               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotWrite$ObjectSlotWrite        |Reason unknown at DeltaBlue.ns:575
[truffle]   rewrite UninitializedLexicallyBound@381ab24                |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:494
[truffle]   rewrite UninitializedLexicallyBound@5b04b08e               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:533
[truffle]   rewrite UninitializedLexicallyBound@2e229e23               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:499
[truffle]   rewrite ImplicitSend(#direction)                           |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at DeltaBlue.ns:687
[truffle]   rewrite UninitMsgSend(#direction)                          |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:687
[truffle]   rewrite UninitializedLexicallyBound@ce8ace5                |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:687
[truffle]   rewrite ImplicitSend(#v1)                                  |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at DeltaBlue.ns:688
[truffle]   rewrite UninitMsgSend(#v1)                                 |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:688
[truffle]   rewrite UninitializedLexicallyBound@23eeed7                |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:688
[truffle]   rewrite UninitMsgSend(#value:)                             |From M MessageSendNode$UninitializedMessageSendNode |To M EagerBinaryPrimitiveNode               |Reason unknown at DeltaBlue.ns:688
[truffle]   rewrite UninitMsgSend(#scale)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:689
[truffle]   rewrite UninitializedLexicallyBound@7cc0bede               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:689
[truffle]   rewrite UninitMsgSend(#value:)                             |From M MessageSendNode$UninitializedMessageSendNode |To M EagerBinaryPrimitiveNode               |Reason unknown at DeltaBlue.ns:689
[truffle]   rewrite UninitMsgSend(#offset)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:690
[truffle]   rewrite UninitializedLexicallyBound@4629f4e3               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:690
[truffle]   rewrite UninitMsgSend(#value:)                             |From M MessageSendNode$UninitializedMessageSendNode |To M EagerBinaryPrimitiveNode               |Reason unknown at DeltaBlue.ns:690
[truffle]   rewrite UninitializedLexicallyBound@f6fe747                |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:500
[truffle]   rewrite UninitializedLexicallyBound@7a52f82b               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:598
[truffle]   rewrite UninitializedLexicallyBound@39d8ff1                |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:599
[truffle]   rewrite ObjectSlotRead@a9afd8d                             |From M CachedSlotRead$ObjectSlotRead          |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at DeltaBlue.ns:172
[truffle]   rewrite UninitializedLexicallyBound@7abf7646               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:172
[truffle]   rewrite UninitializedReceiverSend@17c14a9a                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:175
[truffle]   rewrite UninitializedReceiverSend@784cbd94                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:178
[truffle]   rewrite ImplicitSend(#direction)                           |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at DeltaBlue.ns:701
[truffle]   rewrite UninitMsgSend(#direction)                          |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:701
[truffle]   rewrite UninitializedLexicallyBound@25e74185               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:701
[truffle]   rewrite ImplicitSend(#v1)                                  |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at DeltaBlue.ns:702
[truffle]   rewrite UninitMsgSend(#v1)                                 |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:702
[truffle]   rewrite UninitializedLexicallyBound@246b0e39               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:702
[truffle]   rewrite ImplicitSend(#v2)                                  |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at DeltaBlue.ns:702
[truffle]   rewrite UninitMsgSend(#v2)                                 |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:702
[truffle]   rewrite UninitializedLexicallyBound@396315b4               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:702
[truffle]   rewrite ImplicitSend(#strength)                            |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at DeltaBlue.ns:704
[truffle]   rewrite UninitMsgSend(#strength)                           |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:704
[truffle]   rewrite UninitializedLexicallyBound@245eaf11               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:704
[truffle]   rewrite UninitMsgSend(#walkStrength)                       |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:704
[truffle]   rewrite UninitializedReceiverSend@3baa3976                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:704
[truffle]   rewrite UninitMsgSend(#weakest:)                           |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:704
[truffle]   rewrite UninitializedReceiverSend@474cf2fc                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:704
[truffle]   rewrite UninitMsgSend(#walkStrength:)                      |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:704
[truffle]   rewrite UninitializedReceiverSend@66a38114                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotWrite$ObjectSlotWrite        |Reason unknown at DeltaBlue.ns:704
[truffle]   rewrite UninitMsgSend(#stay)                               |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:705
[truffle]   rewrite UninitializedReceiverSend@37d48cf6                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:705
[truffle]   rewrite UninitMsgSend(#scale)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:705
[truffle]   rewrite UninitializedLexicallyBound@5d5f62f3               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:705
[truffle]   rewrite UninitMsgSend(#stay)                               |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:705
[truffle]   rewrite UninitializedReceiverSend@7da4b0b6                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:705
[truffle]   rewrite UninitMsgSend(#offset)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:705
[truffle]   rewrite UninitializedLexicallyBound@7752537                |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:705
[truffle]   rewrite UninitMsgSend(#stay)                               |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:705
[truffle]   rewrite UninitializedReceiverSend@1455ba13                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:705
[truffle]   rewrite UninitMsgSend(#stay:)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:705
[truffle]   rewrite UninitializedReceiverSend@323b0a90                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotWrite$ObjectSlotWrite        |Reason unknown at DeltaBlue.ns:705
IfSumGreaterNode: SOMNode.unwrapIfNecessary(conditionNode) expected: EagerBinaryPrimitiveNode, actual: UninitializedMessageSendNode level: 9
[truffle]   rewrite UninitMsgSend(#stay)                               |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:706
[truffle]   rewrite UninitializedReceiverSend@44b0f193                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:706
[truffle]   rewrite UninitMsgSend(#execute)                            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:706
[truffle]   rewrite UninitializedLexicallyBound@7d8c4e34               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:706
[truffle]   rewrite ImplicitSend(#direction)                           |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at DeltaBlue.ns:680
[truffle]   rewrite UninitMsgSend(#direction)                          |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:680
[truffle]   rewrite UninitializedLexicallyBound@1709a49f               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:680
[truffle]   rewrite ImplicitSend(#v2)                                  |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at DeltaBlue.ns:681
[truffle]   rewrite UninitMsgSend(#v2)                                 |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:681
[truffle]   rewrite UninitializedLexicallyBound@6c5b3a3a               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:681
[truffle]   rewrite ImplicitSend(#v1)                                  |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at DeltaBlue.ns:681
[truffle]   rewrite UninitMsgSend(#v1)                                 |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:681
[truffle]   rewrite UninitializedLexicallyBound@2f24624b               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:681
[truffle]   rewrite UninitMsgSend(#value)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:681
[truffle]   rewrite UninitializedReceiverSend@30c67475                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotRead$LongSlotReadSet         |Reason unknown at DeltaBlue.ns:681
[truffle]   rewrite UninitMsgSend(#scale)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:681
[truffle]   rewrite UninitializedLexicallyBound@6a3103ae               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:681
[truffle]   rewrite UninitMsgSend(#value)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:681
[truffle]   rewrite UninitializedReceiverSend@5f0e7e38                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotRead$LongSlotReadSet         |Reason unknown at DeltaBlue.ns:681
[truffle]   rewrite UninitMsgSend(#offset)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:681
[truffle]   rewrite UninitializedLexicallyBound@533479a8               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:681
[truffle]   rewrite UninitMsgSend(#value)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:681
[truffle]   rewrite UninitializedReceiverSend@5052ca67                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotRead$LongSlotReadSet         |Reason unknown at DeltaBlue.ns:681
[truffle]   rewrite UninitMsgSend(#value:)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:681
[truffle]   rewrite UninitializedReceiverSend@321c9fb0                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotWrite$LongSlotWriteSet       |Reason unknown at DeltaBlue.ns:681
[truffle]   rewrite UninitializedReceiverSend@1ecfd875                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:179
[truffle]   rewrite UninitializedNode(SourceSection(source=DeltaBlue.ns, index=24195, length=81, characters=| scale  = scaleVar.\n      offset = offsetVar. |\n    self addConstraint: planner.)) |From M IsValueCheckNode$UninitializedNode     |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:654
[truffle]   rewrite ClassSlotAccessNode@6ec61b3d                       |From M ClassSlotAccessNode                    |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at DeltaBlue.ns:275
[truffle]   rewrite UninitializedLexicallyBound@2801f570               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at DeltaBlue.ns:275
[truffle]   rewrite ObjectSlotRead@7e360edf                            |From M CachedSlotRead$ObjectSlotRead          |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at DeltaBlue.ns:799
[truffle]   rewrite UninitializedLexicallyBound@1e5a6d1c               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:799
[truffle]   rewrite ClassSlotAccessNode@409b9219                       |From M ClassSlotAccessNode                    |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at DeltaBlue.ns:801
[truffle]   rewrite UninitializedLexicallyBound@6716450f               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at DeltaBlue.ns:801
[truffle]   rewrite ObjectSlotRead@2918ffc4                            |From M CachedSlotRead$ObjectSlotRead          |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at DeltaBlue.ns:383
[truffle]   rewrite UninitializedLexicallyBound@64674576               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:383
[truffle]   rewrite ClassSlotAccessNode@78f018b9                       |From M ClassSlotAccessNode                    |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at DeltaBlue.ns:276
[truffle]   rewrite UninitializedLexicallyBound@2d1b0495               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at DeltaBlue.ns:276
[truffle]   rewrite ClassSlotAccessNode@4313382d                       |From M ClassSlotAccessNode                    |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at DeltaBlue.ns:278
[truffle]   rewrite UninitializedLexicallyBound@1d0199cc               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at DeltaBlue.ns:278
[truffle]   rewrite ClassSlotAccessNode@654c6f05                       |From M ClassSlotAccessNode                    |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at DeltaBlue.ns:279
[truffle]   rewrite UninitializedLexicallyBound@1086e095               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at DeltaBlue.ns:279
[truffle]   rewrite CachedDispatchNode@4a0e60f8                        |From M CachedDispatchNode                     |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at DeltaBlue.ns:646
[truffle]   rewrite UninitializedLexicallyBound@5b505f8c               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:646
[truffle]   rewrite CachedDispatchNode@5de237a4                        |From M CachedDispatchNode                     |To M UninitializedDispatchNode$UninitializedSuper |Reason unknown at DeltaBlue.ns:646
