[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Platform.ns:26
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=27233, length=1, characters=l)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Kernel.ns:847
[truffle]   rewrite BlockNodeWithContext(SourceSection(source=Kernel.ns, index=27167, length=70, characters=[l:: l - 1.  k <= l and: [sortBlock value: dij with: (storage at: l)]])) |From G BlockNode$BlockNodeWithContext         |To G BlockNode$BlockNodeWithContext         |Reason unknown at Kernel.ns:847
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=Kernel.ns, index=27310, length=9, characters=k:: k + 1)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |Reason unknown at Kernel.ns:849
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=27314, length=1, characters=k)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Kernel.ns:849
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=27322, length=1, characters=k)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Kernel.ns:849
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=27327, length=1, characters=l)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Kernel.ns:849
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Kernel.ns, index=27335, length=9, characters=sortBlock)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Kernel.ns:849
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$NonLocalSelfReadNode  |Reason unknown at Kernel.ns:849
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=27365, length=1, characters=k)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Kernel.ns:849
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=27374, length=3, characters=dij)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Kernel.ns:849
[truffle]   rewrite BlockNodeWithContext(SourceSection(source=Kernel.ns, index=27309, length=70, characters=[k:: k + 1.  k <= l and: [sortBlock value: (storage at: k) with: dij]])) |From G BlockNode$BlockNodeWithContext         |To G BlockNode$BlockNodeWithContext         |Reason unknown at Kernel.ns:849
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=27451, length=1, characters=k)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Kernel.ns:851
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=27456, length=1, characters=l)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Kernel.ns:851
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$NonLocalSelfReadNode  |Reason unknown at Kernel.ns:853
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=27516, length=1, characters=k)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Kernel.ns:853
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=27524, length=1, characters=l)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Kernel.ns:853
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=Kernel.ns, index=27131, length=5, characters=k:: i)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |Reason unknown at Kernel.ns:845
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Kernel.ns, index=27135, length=1, characters=i)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Kernel.ns:845
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=Kernel.ns, index=27148, length=5, characters=l:: j)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |Reason unknown at Kernel.ns:846
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Kernel.ns, index=27152, length=1, characters=j)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Kernel.ns:846
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=Kernel.ns, index=27168, length=9, characters=l:: l - 1)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |Reason unknown at Kernel.ns:847
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=27172, length=1, characters=l)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Kernel.ns:847
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=27180, length=1, characters=k)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Kernel.ns:847
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=27185, length=1, characters=l)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Kernel.ns:847
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Kernel.ns, index=27193, length=9, characters=sortBlock)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Kernel.ns:847
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=27210, length=3, characters=dij)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Kernel.ns:847
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$NonLocalSelfReadNode  |Reason unknown at Kernel.ns:847
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=27233, length=1, characters=l)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Kernel.ns:847
[truffle]   rewrite BlockNodeWithContext(SourceSection(source=Kernel.ns, index=27167, length=70, characters=[l:: l - 1.  k <= l and: [sortBlock value: dij with: (storage at: l)]])) |From G BlockNode$BlockNodeWithContext         |To G BlockNode$BlockNodeWithContext         |Reason unknown at Kernel.ns:847
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=Kernel.ns, index=27310, length=9, characters=k:: k + 1)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |Reason unknown at Kernel.ns:849
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=27314, length=1, characters=k)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Kernel.ns:849
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=27322, length=1, characters=k)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Kernel.ns:849
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=27327, length=1, characters=l)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Kernel.ns:849
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Kernel.ns, index=27335, length=9, characters=sortBlock)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Kernel.ns:849
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$NonLocalSelfReadNode  |Reason unknown at Kernel.ns:849
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=27365, length=1, characters=k)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Kernel.ns:849
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=27374, length=3, characters=dij)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Kernel.ns:849
[truffle]   rewrite BlockNodeWithContext(SourceSection(source=Kernel.ns, index=27309, length=70, characters=[k:: k + 1.  k <= l and: [sortBlock value: (storage at: k) with: dij]])) |From G BlockNode$BlockNodeWithContext         |To G BlockNode$BlockNodeWithContext         |Reason unknown at Kernel.ns:849
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=27451, length=1, characters=k)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Kernel.ns:851
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=27456, length=1, characters=l)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Kernel.ns:851
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$NonLocalSelfReadNode  |Reason unknown at Kernel.ns:853
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=27516, length=1, characters=k)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Kernel.ns:853
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=27524, length=1, characters=l)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Kernel.ns:853
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$NonLocalSelfReadNode  |Reason unknown at Kernel.ns:857
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Kernel.ns, index=27699, length=1, characters=i)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Kernel.ns:857
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=27705, length=1, characters=l)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Kernel.ns:857
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Kernel.ns, index=27713, length=9, characters=sortBlock)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Kernel.ns:857
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$NonLocalSelfReadNode  |Reason unknown at Kernel.ns:858
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=27745, length=1, characters=k)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Kernel.ns:858
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Kernel.ns, index=27751, length=1, characters=j)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Kernel.ns:858
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Kernel.ns, index=27759, length=9, characters=sortBlock)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Kernel.ns:858
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=Kernel.ns, index=26398, length=16, characters=ij:: (i + j) / 2)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Kernel.ns:830
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Kernel.ns, index=26404, length=1, characters=i)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Kernel.ns:830
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Kernel.ns, index=26408, length=1, characters=j)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Kernel.ns:830
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=Kernel.ns, index=26462, length=20, characters=dij:: storage at: ij)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Kernel.ns:831
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Kernel.ns:831
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=26480, length=2, characters=ij)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Kernel.ns:831
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Kernel.ns, index=26543, length=9, characters=sortBlock)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Kernel.ns:832
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=26560, length=2, characters=di)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Kernel.ns:832
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=26569, length=3, characters=dij)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Kernel.ns:832
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Kernel.ns, index=26641, length=9, characters=sortBlock)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Kernel.ns:834
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=26658, length=3, characters=dij)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Kernel.ns:834
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=26668, length=2, characters=dj)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Kernel.ns:834
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Kernel.ns:835
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Kernel.ns, index=26746, length=1, characters=j)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Kernel.ns:835
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=26754, length=2, characters=ij)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Kernel.ns:835
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=Kernel.ns, index=26772, length=8, characters=dij:: dj)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Kernel.ns:836
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=26778, length=2, characters=dj)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Kernel.ns:836
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Kernel.ns:838
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Kernel.ns, index=26866, length=1, characters=i)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Kernel.ns:838
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=26874, length=2, characters=ij)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Kernel.ns:838
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=Kernel.ns, index=26890, length=8, characters=dij:: di)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Kernel.ns:839
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=26896, length=2, characters=di)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Kernel.ns:839
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=26910, length=1, characters=n)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Kernel.ns:841
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=Kernel.ns, index=27131, length=5, characters=k:: i)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Kernel.ns:845
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Kernel.ns, index=27135, length=1, characters=i)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Kernel.ns:845
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=Kernel.ns, index=27148, length=5, characters=l:: j)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Kernel.ns:846
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Kernel.ns, index=27152, length=1, characters=j)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Kernel.ns:846
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=Kernel.ns, index=27168, length=9, characters=l:: l - 1)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |Reason unknown at Kernel.ns:847
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=27172, length=1, characters=l)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Kernel.ns:847
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=27180, length=1, characters=k)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Kernel.ns:847
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=27185, length=1, characters=l)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Kernel.ns:847
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Kernel.ns, index=27193, length=9, characters=sortBlock)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Kernel.ns:847
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=27210, length=3, characters=dij)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Kernel.ns:847
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$NonLocalSelfReadNode  |Reason unknown at Kernel.ns:847
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=27233, length=1, characters=l)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Kernel.ns:847
[truffle]   rewrite BlockNodeWithContext(SourceSection(source=Kernel.ns, index=27167, length=70, characters=[l:: l - 1.  k <= l and: [sortBlock value: dij with: (storage at: l)]])) |From G BlockNode$BlockNodeWithContext         |To G BlockNode$BlockNodeWithContext         |Reason unknown at Kernel.ns:847
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=Kernel.ns, index=27310, length=9, characters=k:: k + 1)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |Reason unknown at Kernel.ns:849
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=27314, length=1, characters=k)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Kernel.ns:849
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=27322, length=1, characters=k)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Kernel.ns:849
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=27327, length=1, characters=l)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Kernel.ns:849
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Kernel.ns, index=27335, length=9, characters=sortBlock)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Kernel.ns:849
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$NonLocalSelfReadNode  |Reason unknown at Kernel.ns:849
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=27365, length=1, characters=k)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Kernel.ns:849
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=27374, length=3, characters=dij)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Kernel.ns:849
[truffle]   rewrite BlockNodeWithContext(SourceSection(source=Kernel.ns, index=27309, length=70, characters=[k:: k + 1.  k <= l and: [sortBlock value: (storage at: k) with: dij]])) |From G BlockNode$BlockNodeWithContext         |To G BlockNode$BlockNodeWithContext         |Reason unknown at Kernel.ns:849
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=27451, length=1, characters=k)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Kernel.ns:851
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=27456, length=1, characters=l)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Kernel.ns:851
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Kernel.ns:853
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=27516, length=1, characters=k)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Kernel.ns:853
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=27524, length=1, characters=l)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Kernel.ns:853
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Kernel.ns:857
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Kernel.ns, index=27699, length=1, characters=i)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Kernel.ns:857
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=27705, length=1, characters=l)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Kernel.ns:857
