[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Platform.ns:26
[truffle]   rewrite UninitMsgSend(#new)                                |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:127
[truffle]   rewrite UninitializedReceiverSend@78fb5d86                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:127
[truffle]   rewrite UninitMsgSend(#initializer`new)                    |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:22
[truffle]   rewrite UninitializedLexicallyBound@24a2f41d               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:22
[truffle]   rewrite UninitMsgSend(#initializer`new:)                   |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:22
[truffle]   rewrite UninitSuper(#initializer`new:)                     |From M UninitializedDispatchNode$UninitializedSuper |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:22
[truffle]   rewrite UninitSuper(#initializer`new)                      |From M UninitializedDispatchNode$UninitializedSuper |To M CachedDispatchNode                     |Reason unknown at Kernel.ns:662
WhileSmallerEqualThanArgumentNode: expectedBool was false. level: 7
[truffle]   rewrite UninitMsgSend(#isEmpty)                            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:129
[truffle]   rewrite UninitializedReceiverSend@37b34cd3                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:129
[truffle]   rewrite UninitMsgSend(#removeFirst)                        |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:130
[truffle]   rewrite UninitializedReceiverSend@150630ce                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:130
IfSumGreaterNode: SOMNode.unwrapIfNecessary(conditionNode) expected: EagerBinaryPrimitiveNode, actual: AndInlinedLiteralNode level: 9
[truffle]   rewrite UninitMsgSend(#output)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:131
[truffle]   rewrite UninitializedReceiverSend@4ea9321c                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:131
[truffle]   rewrite UninitMsgSend(#mark)                               |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:131
[truffle]   rewrite UninitializedReceiverSend@63d12ace                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotRead$LongSlotReadSet         |Reason unknown at DeltaBlue.ns:131
[truffle]   rewrite UninitMsgSend(#inputsKnown:)                       |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:132
[truffle]   rewrite UninitializedReceiverSend@47f5e63a                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:132
[truffle]   rewrite UninitMsgSend(#inputsDo:)                          |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:463
[truffle]   rewrite UninitializedLexicallyBound@583e6eef               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:463
[truffle]   rewrite UninitMsgSend(#append:)                            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:133
[truffle]   rewrite UninitializedReceiverSend@5f809e26                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:133
[truffle]   rewrite UninitializedLexicallyBound@35ed4842               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$LongSlotReadSet         |Reason unknown at Kernel.ns:711
[truffle]   rewrite UninitializedLexicallyBound@5d41acf3               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Kernel.ns:711
[truffle]   rewrite UninitializedLexicallyBound@7623e8a2               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Kernel.ns:718
[truffle]   rewrite UninitializedLexicallyBound@2d0929ee               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$LongSlotReadSet         |Reason unknown at Kernel.ns:718
[truffle]   rewrite UninitializedLexicallyBound@7279cb55               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$LongSlotReadSet         |Reason unknown at Kernel.ns:719
[truffle]   rewrite UninitializedLexicallyBound@228fd7dd               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotWrite$LongSlotWriteSet       |Reason unknown at Kernel.ns:719
[truffle]   rewrite UninitMsgSend(#output)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:134
[truffle]   rewrite UninitializedReceiverSend@4b005dd6                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:134
[truffle]   rewrite UninitMsgSend(#mark:)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:134
[truffle]   rewrite UninitializedReceiverSend@2fa24b01                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotWrite$LongSlotWriteSet       |Reason unknown at DeltaBlue.ns:134
[truffle]   rewrite UninitMsgSend(#output)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:135
[truffle]   rewrite UninitializedReceiverSend@133d1ec3                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:135
[truffle]   rewrite UninitMsgSend(#addConstraintsConsuming:to:)        |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:135
[truffle]   rewrite UninitializedLexicallyBound@4fd01246               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:135
[truffle]   rewrite UninitMsgSend(#append:)                            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:156
[truffle]   rewrite UninitializedReceiverSend@6770887                  |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:156
[truffle]   rewrite UninitializedReceiverSend@3b30a10b                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:131
[truffle]   rewrite UninitializedReceiverSend@40006ba8                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:132
[truffle]   rewrite UninitializedLexicallyBound@f0d13cc                |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:463
IfSumGreaterNode: expectedBool was false. level: 10
[truffle]   rewrite UninitMsgSend(#mark)                               |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:464
[truffle]   rewrite UninitializedReceiverSend@f86d648                  |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotRead$LongSlotReadSet         |Reason unknown at DeltaBlue.ns:464
[truffle]   rewrite UninitializedReceiverSend@4c18a13b                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:134
[truffle]   rewrite UninitializedReceiverSend@2b6c5807                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:135
[truffle]   rewrite ImplicitSend(#Array)                               |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at Kernel.ns:714
[truffle]   rewrite UninitMsgSend(#Array)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Kernel.ns:714
[truffle]   rewrite UninitializedLexicallyBound@1ad18021               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at Kernel.ns:714
[truffle]   rewrite UninitMsgSend(#storage)                            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Kernel.ns:714
[truffle]   rewrite UninitializedLexicallyBound@23dc31a5               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Kernel.ns:714
[truffle]   rewrite UninitMsgSend(#size)                               |From M MessageSendNode$UninitializedMessageSendNode |To M EagerUnaryPrimitiveNode                |Reason unknown at Kernel.ns:714
[truffle]   rewrite UninitMsgSend(#new:)                               |From M MessageSendNode$UninitializedMessageSendNode |To M EagerBinaryPrimitiveNode               |Reason unknown at Kernel.ns:714
[truffle]   rewrite UninitMsgSend(#storage)                            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Kernel.ns:715
[truffle]   rewrite UninitializedLexicallyBound@2ac44d9c               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Kernel.ns:715
[truffle]   rewrite UninitMsgSend(#storage)                            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Kernel.ns:715
[truffle]   rewrite UninitializedLexicallyBound@632194a3               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Kernel.ns:715
[truffle]   rewrite UninitMsgSend(#at:)                                |From M MessageSendNode$UninitializedMessageSendNode |To M EagerBinaryPrimitiveNode               |Reason unknown at Kernel.ns:715
[truffle]   rewrite UninitMsgSend(#at:put:)                            |From M MessageSendNode$UninitializedMessageSendNode |To M EagerTernaryPrimitiveNode              |Reason unknown at Kernel.ns:715
[truffle]   rewrite ImplicitSend(#storage:)                            |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at Kernel.ns:716
[truffle]   rewrite UninitMsgSend(#storage:)                           |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Kernel.ns:716
[truffle]   rewrite UninitializedLexicallyBound@75e7d06e               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotWrite$ObjectSlotWrite        |Reason unknown at Kernel.ns:716
[truffle]   rewrite UninitializedLexicallyBound@37f4866e               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Kernel.ns:714
[truffle]   rewrite UninitializedLexicallyBound@3fd495a1               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Kernel.ns:715
[truffle]   rewrite UninitializedLexicallyBound@50bf9a74               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Kernel.ns:715
[truffle]   rewrite UninitializedLexicallyBound@1b1044ad               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotWrite$ObjectSlotWrite        |Reason unknown at Kernel.ns:716
[truffle]   rewrite UninitMsgSend(#first)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:257
[truffle]   rewrite UninitializedReceiverSend@8c47657                  |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:257
[truffle]   rewrite UninitMsgSend(#value:)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:257
[truffle]   rewrite UninitializedReceiverSend@13269373                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotWrite$LongSlotWriteSet       |Reason unknown at DeltaBlue.ns:257
[truffle]   rewrite UninitMsgSend(#execute)                            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:258
[truffle]   rewrite UninitializedReceiverSend@3f66d759                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:258
[truffle]   rewrite EagerBinaryPrimitiveNode(SourceSection(source=DeltaBlue.ns, index=1146, length=20, characters=do: [:c | c execute])) |From M EagerBinaryPrimitiveNode               |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:30
[truffle]   rewrite UninitializedLexicallyBound@26cad934               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:30
[truffle]   rewrite UninitializedLexicallyBound@d976574                |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$LongSlotReadSet         |Reason unknown at Kernel.ns:684
[truffle]   rewrite UninitializedLexicallyBound@2a8dd2be               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$LongSlotReadSet         |Reason unknown at Kernel.ns:684
[truffle]   rewrite UninitializedLexicallyBound@23d804a9               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Kernel.ns:684
[truffle]   rewrite UninitMsgSend(#execute)                            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:30
[truffle]   rewrite UninitializedReceiverSend@53ab7a9f                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:30
[truffle]   rewrite UninitializedReceiverSend@65a1095b                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:30
IfSumGreaterNode: condition.getPrimitive() expected: GreaterThanPrim, actual: UnequalsPrimNodeGen level: 8
[truffle]   rewrite UninitMsgSend(#last)                               |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:259
[truffle]   rewrite UninitializedReceiverSend@42639ab9                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:259
[truffle]   rewrite UninitMsgSend(#value)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:259
[truffle]   rewrite UninitializedReceiverSend@4a147fe8                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotRead$LongSlotReadSet         |Reason unknown at DeltaBlue.ns:259
[truffle]   rewrite UninitMsgSend(#destroyConstraint:)                 |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:262
[truffle]   rewrite UninitializedReceiverSend@27125c20                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:262
IfSumGreaterNode: SOMNode.unwrapIfNecessary(conditionNode) expected: EagerBinaryPrimitiveNode, actual: UninitializedMessageSendNode level: 9
[truffle]   rewrite UninitMsgSend(#isSatisfied)                        |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:429
[truffle]   rewrite UninitializedLexicallyBound@31b41016               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:429
[truffle]   rewrite UninitMsgSend(#incrementalRemove:)                 |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:429
[truffle]   rewrite UninitializedReceiverSend@5836c2f7                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:429
[truffle]   rewrite UninitMsgSend(#output)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:78
[truffle]   rewrite UninitializedReceiverSend@6d70668d                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:78
[truffle]   rewrite UninitMsgSend(#markUnsatisfied)                    |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:79
[truffle]   rewrite UninitializedReceiverSend@65ec36fc                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:79
[truffle]   rewrite UninitializedLexicallyBound@7449bef7               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotWrite$ObjectSlotWrite        |Reason unknown at DeltaBlue.ns:759
[truffle]   rewrite UninitMsgSend(#removeFromGraph)                    |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:80
[truffle]   rewrite UninitializedReceiverSend@1a86ebf3                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:80
IfSumGreaterNode: expectedBool was false. level: 10
[truffle]   rewrite UninitMsgSend(#output)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:736
[truffle]   rewrite UninitializedLexicallyBound@7073219f               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:736
[truffle]   rewrite UninitMsgSend(#output)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:736
[truffle]   rewrite UninitializedLexicallyBound@49f49760               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:736
[truffle]   rewrite UninitMsgSend(#removeConstraint:)                  |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:736
[truffle]   rewrite UninitializedReceiverSend@648034de                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:736
[truffle]   rewrite UninitMsgSend(#constraints)                        |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:814
[truffle]   rewrite UninitializedLexicallyBound@752ca7dc               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:814
[truffle]   rewrite UninitMsgSend(#remove:)                            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:814
[truffle]   rewrite UninitializedReceiverSend@1cba0f3f                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:814
[truffle]   rewrite ImplicitSend(#Array)                               |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at Kernel.ns:737
[truffle]   rewrite UninitMsgSend(#Array)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Kernel.ns:737
[truffle]   rewrite UninitializedLexicallyBound@7118c45f               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at Kernel.ns:737
[truffle]   rewrite UninitMsgSend(#capacity)                           |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Kernel.ns:737
[truffle]   rewrite UninitializedLexicallyBound@14db2866               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Kernel.ns:737
[truffle]   rewrite UninitMsgSend(#storage)                            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Kernel.ns:787
[truffle]   rewrite UninitializedLexicallyBound@4d96f66                |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Kernel.ns:787
[truffle]   rewrite UninitMsgSend(#size)                               |From M MessageSendNode$UninitializedMessageSendNode |To M EagerUnaryPrimitiveNode                |Reason unknown at Kernel.ns:787
[truffle]   rewrite UninitMsgSend(#new:)                               |From M MessageSendNode$UninitializedMessageSendNode |To M EagerBinaryPrimitiveNode               |Reason unknown at Kernel.ns:737
IncrementOperationNode: exp instanceof EagerBinaryPrimitiveNode, actual: IntegerLiteralNode level: 5
[truffle]   rewrite EagerBinaryPrimitiveNode(SourceSection(source=Kernel.ns, index=24146, length=186, characters=do: [ :it |\n        it == object\n          ifTrue:  [ found:: true ]\n          ifFalse: [\n            newArray at: newLast put: it.\n            newLast:: newLast + 1.\n          ]\n      ])) |From M EagerBinaryPrimitiveNode               |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Kernel.ns:741
[truffle]   rewrite UninitializedLexicallyBound@7fdb545c               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Kernel.ns:741
[truffle]   rewrite UninitMsgSend(#at:put:)                            |From M MessageSendNode$UninitializedMessageSendNode |To M EagerTernaryPrimitiveNode              |Reason unknown at Kernel.ns:745
[truffle]   rewrite ImplicitSend(#storage:)                            |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at Kernel.ns:750
[truffle]   rewrite UninitMsgSend(#storage:)                           |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Kernel.ns:750
[truffle]   rewrite UninitializedLexicallyBound@320edbd9               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotWrite$ObjectSlotWrite        |Reason unknown at Kernel.ns:750
[truffle]   rewrite ImplicitSend(#lastIdx:)                            |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at Kernel.ns:751
[truffle]   rewrite UninitMsgSend(#lastIdx:)                           |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Kernel.ns:751
[truffle]   rewrite UninitializedLexicallyBound@7de320a1               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotWrite$LongSlotWriteSet       |Reason unknown at Kernel.ns:751
[truffle]   rewrite ImplicitSend(#firstIdx:)                           |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at Kernel.ns:752
[truffle]   rewrite UninitMsgSend(#firstIdx:)                          |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Kernel.ns:752
[truffle]   rewrite UninitializedLexicallyBound@796c3cb                |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotWrite$LongSlotWriteSet       |Reason unknown at Kernel.ns:752
IfSumGreaterNode: condition.getPrimitive() expected: GreaterThanPrim, actual: EqualsEqualsPrimNodeGen level: 8
[truffle]   rewrite UninitMsgSend(#determinedBy)                       |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:815
[truffle]   rewrite UninitializedLexicallyBound@66ded952               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:815
[truffle]   rewrite ImplicitSend(#determinedBy:)                       |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at DeltaBlue.ns:815
[truffle]   rewrite UninitMsgSend(#determinedBy:)                      |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:815
[truffle]   rewrite UninitializedLexicallyBound@25c0b00                |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotWrite$ObjectSlotWrite        |Reason unknown at DeltaBlue.ns:815
[truffle]   rewrite ImplicitSend(#satisfied:)                          |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at DeltaBlue.ns:737
[truffle]   rewrite UninitMsgSend(#satisfied:)                         |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:737
[truffle]   rewrite UninitializedLexicallyBound@3365081b               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotWrite$ObjectSlotWrite        |Reason unknown at DeltaBlue.ns:737
[truffle]   rewrite UninitMsgSend(#removePropagateFrom:)               |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:81
[truffle]   rewrite UninitializedLexicallyBound@41abb420               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:81
[truffle]   rewrite ImplicitSend(#Vector)                              |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at DeltaBlue.ns:218
[truffle]   rewrite UninitMsgSend(#Vector)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:218
[truffle]   rewrite UninitializedLexicallyBound@51aff10e               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:218
[truffle]   rewrite UninitMsgSend(#new)                                |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:218
[truffle]   rewrite UninitializedReceiverSend@33c9e430                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:218
[truffle]   rewrite UninitMsgSend(#determinedBy:)                      |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:220
[truffle]   rewrite UninitializedReceiverSend@28f70782                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotWrite$ObjectSlotWrite        |Reason unknown at DeltaBlue.ns:220
[truffle]   rewrite ImplicitSend(#Strength)                            |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at DeltaBlue.ns:221
